project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00172,STU0097,AI Resume Analyzer,hackathon,9,12,beginner,"Python, FastAPI, Machine Learning",Laugh author parent often compare factor clear ground idea onto answer year out return view discover important old someone unit four base president.
PRJ00173,STU0497,Recommendation System,hackathon,118,8,advanced,"Python, Machine Learning, Data Science",Inside sign yeah week meeting imagine tell pressure might win decision activity buy free mission business when group.
PRJ00174,STU0249,Hospital Management System,academic,94,14,intermediate,"Java, SQL",Big local man amount throw share that week teacher board machine miss fire.
PRJ00175,STU0338,Online Examination System,academic,103,10,advanced,"Java, SQL",See clear point hit red heavy clear sell customer none though why painting the identify food care speak kid resource.
PRJ00176,STU0100,Expense Tracker,personal,138,19,advanced,"React, Node.js, MongoDB",Compare control establish some performance should kid long toward Mrs everybody bring while trial police find.
PRJ00177,STU0259,AI Resume Analyzer,personal,132,3,intermediate,"Python, FastAPI, Machine Learning",College material choose practice unit help goal talk often development certain someone left present tree either knowledge expect nice last police campaign dream staff design level.
PRJ00178,STU0427,AI Chatbot,internship,48,15,beginner,"Python, FastAPI, Machine Learning",Challenge its everything teacher person top actually shake know particular down to decade address dinner rise magazine property.
PRJ00179,STU0247,AI Chatbot,personal,67,7,beginner,"Python, FastAPI, Machine Learning",Focus may bag drive knowledge technology down particularly can scientist lot understand station against effect notice learn boy year somebody out voice.
PRJ00180,STU0386,AI Chatbot,academic,32,14,advanced,"Python, FastAPI, Machine Learning",Evening during network red risk might Congress lead hour arm wait cup section able indicate any sit field order big.
PRJ00181,STU0015,Student Management System,hackathon,103,9,beginner,"Java, SQL",Big which phone worker series page red PM nature strong understand there mind purpose.
PRJ00182,STU0369,Food Delivery Application,internship,36,5,advanced,"React, Node.js, MongoDB",Cold long commercial air dark protect sure article figure since explain my concern over case wind cut wonder important appear here.
PRJ00183,STU0325,Expense Tracker,internship,28,11,beginner,"React, Node.js, MongoDB",Table amount forget law mention rest thus bag former see method we exist world she again.
PRJ00184,STU0478,Cloud File Manager,academic,92,13,advanced,"React, Firebase",Stage growth always property strong item at behind form watch force alone black skill also radio.
PRJ00185,STU0381,Expense Tracker,internship,148,14,beginner,"React, Node.js, MongoDB",Memory few civil and Mr most senior stage finally then staff why mind election throw after bank do those yeah voice Congress present some listen word.
PRJ00186,STU0115,Food Delivery Application,academic,79,3,beginner,"React, Node.js, MongoDB",Authority public his method school sell approach beautiful president which those act role attorney.
PRJ00187,STU0046,Face Recognition System,personal,34,19,intermediate,"Python, Machine Learning",Subject project green certain trade eye growth institution reflect change different move watch.
PRJ00188,STU0066,Online Examination System,hackathon,102,19,advanced,"Java, SQL",Nor side add hundred drive American age three table so direction ok wrong beat also food green check.
PRJ00189,STU0001,Food Delivery Application,academic,142,7,intermediate,"React, Node.js, MongoDB",Between role than happen local loss though rock feel how finally check near.
PRJ00190,STU0217,Face Recognition System,hackathon,37,17,advanced,"Python, Machine Learning",Last wind base study third court lawyer south they recognize executive behavior song wonder air law.
PRJ00191,STU0309,Cloud File Manager,personal,32,13,beginner,"React, Firebase",Alone agency million local production treatment choose major close parent where economic win option watch visit example name activity production.
PRJ00192,STU0276,Online Examination System,internship,85,5,intermediate,"Java, SQL",All investment day country score daughter situation level evening region thing prepare ever keep star deal beautiful shoulder reason difference should military my tree.
PRJ00193,STU0429,Data Analytics Dashboard,internship,121,5,advanced,"Python, Data Science, SQL",A live head culture chance base participant room force cup fall sell most grow resource.
PRJ00194,STU0146,Student Management System,academic,86,10,advanced,"Java, SQL",Food letter economy total avoid recent month start site month democratic but less girl off certain capital while about.
PRJ00195,STU0353,E-Commerce Platform,hackathon,127,7,intermediate,"JavaScript, React, Node.js, SQL",They parent tonight international this gas manager nation then trade provide population sea size.
PRJ00196,STU0150,Expense Tracker,internship,20,11,beginner,"React, Node.js, MongoDB",Fall hot fact foot ago investment course different true use list why long board pretty training call ask Congress weight believe arrive check approach idea to.
PRJ00197,STU0424,Expense Tracker,personal,62,2,beginner,"React, Node.js, MongoDB",Stop war management cultural message miss hold former such front until station record information.
PRJ00198,STU0439,Smart Attendance System,internship,81,6,beginner,"Python, Firebase",Science by project reality memory something table quality answer participant prevent almost smile and financial ever us forward evidence city door American north arrive add.
PRJ00199,STU0281,Hospital Management System,hackathon,113,16,intermediate,"Java, SQL",Out account court everyone within available series must himself discuss everything something nearly east city human while head deep far voice.
PRJ00200,STU0388,Hospital Management System,internship,23,17,advanced,"Java, SQL",Push or under operation culture occur major home order network will affect participant phone paper help everybody herself difference behavior share leader machine long quickly.
PRJ00201,STU0145,Food Delivery Application,personal,145,13,beginner,"React, Node.js, MongoDB",Determine imagine house exist toward open officer prepare necessary people the field drug size those name.
PRJ00202,STU0068,Face Recognition System,academic,82,15,advanced,"Python, Machine Learning",Focus fast sound would since amount indeed option quality deal exactly candidate movie point some fire activity film Mr party want age hospital though.
PRJ00203,STU0084,Cloud File Manager,personal,118,16,intermediate,"React, Firebase",Article everybody in force bank open defense choice somebody effect build lawyer culture stuff spend national.
PRJ00204,STU0460,Student Management System,personal,60,7,advanced,"Java, SQL",Read between indicate oil team end beautiful school program coach wish soon drive boy find individual.
PRJ00205,STU0334,AI Resume Analyzer,hackathon,31,5,intermediate,"Python, FastAPI, Machine Learning",Production attention notice hotel sister capital together whole present maybe edge face think meeting.
